,DATE,RATE,shift,label
3700,2020-01-13,1.29,1.3,down
3701,2020-01-14,1.27,1.3,down
3702,2020-01-15,1.27,1.29,down
3703,2020-01-16,1.27,1.28,down
3704,2020-01-17,1.28,1.28,neutral
3705,2020-01-18,1.28,1.29,down
3706,2020-01-19,1.28,1.28,neutral
3707,2020-01-20,1.28,1.28,neutral
3708,2020-01-21,1.29,1.28,up
3709,2020-01-22,1.28,1.29,down
3710,2020-01-23,1.28,1.3,down
3711,2020-01-24,1.28,1.3,down
3712,2020-01-25,1.28,1.31,down
3713,2020-01-26,1.28,1.31,down
3714,2020-01-27,1.28,1.31,down
3715,2020-01-28,1.26,1.31,down
3716,2020-01-29,1.25,1.31,down
3717,2020-01-30,1.24,1.39,down
3718,2020-01-31,1.25,1.39,down
3719,2020-02-01,1.25,1.3,down
3720,2020-02-02,1.25,1.27,down
3721,2020-02-03,1.22,1.27,down
3722,2020-02-04,1.22,1.27,down
3723,2020-02-05,1.23,1.29,down
3724,2020-02-06,1.23,1.27,down
3725,2020-02-07,1.22,1.25,down
3726,2020-02-08,1.22,1.28,down
3727,2020-02-09,1.22,1.28,down
3728,2020-02-10,1.24,1.28,down
3729,2020-02-11,1.26,1.28,down
3730,2020-02-12,1.26,1.29,down
3731,2020-02-13,1.26,1.27,down
3732,2020-02-14,1.24,1.27,down
3733,2020-02-15,1.24,1.27,down
3734,2020-02-16,1.24,1.28,down
3735,2020-02-17,1.24,1.28,down
3736,2020-02-18,1.23,1.28,down
3737,2020-02-19,1.24,1.28,down
3738,2020-02-20,1.23,1.29,down
3739,2020-02-21,1.23,1.28,down
3740,2020-02-22,1.23,1.28,down
3741,2020-02-23,1.23,1.28,down
3742,2020-02-24,1.24,1.28,down
3743,2020-02-25,1.25,1.28,down
3744,2020-02-26,1.25,1.28,down
3745,2020-02-27,1.23,1.26,down
3746,2020-02-28,1.26,1.25,up
3747,2020-02-29,1.26,1.24,up
3748,2020-03-01,1.26,1.25,up
3749,2020-03-02,1.26,1.25,up
3750,2020-03-03,1.26,1.25,up
3751,2020-03-04,1.25,1.22,up
3752,2020-03-05,1.25,1.22,up
3753,2020-03-06,1.24,1.23,up
3754,2020-03-07,1.24,1.23,up
3755,2020-03-08,1.24,1.22,up
3756,2020-03-09,1.26,1.22,up
3757,2020-03-10,1.25,1.22,up
3758,2020-03-11,1.24,1.24,neutral
3759,2020-03-12,1.25,1.26,down
3760,2020-03-13,1.25,1.26,down
3761,2020-03-14,1.25,1.26,down
3762,2020-03-15,1.25,1.24,up
3763,2020-03-16,1.27,1.24,up
3764,2020-03-17,0.76,1.24,down
3765,2020-03-18,0.73,1.24,down
3766,2020-03-19,0.72,1.23,down
3767,2020-03-20,0.73,1.24,down
3768,2020-03-21,0.73,1.23,down
3769,2020-03-22,0.73,1.23,down
3770,2020-03-23,0.73,1.23,down
3771,2020-03-24,0.72,1.23,down
3772,2020-03-25,0.73,1.24,down
3773,2020-03-26,0.73,1.25,down
3774,2020-03-27,0.75,1.25,down
3775,2020-03-28,0.75,1.23,down
3776,2020-03-29,0.75,1.26,down
3777,2020-03-30,0.76,1.26,down
3778,2020-03-31,0.8,1.26,down
3779,2020-04-01,0.76,1.26,down
3780,2020-04-02,0.74,1.26,down
3781,2020-04-03,0.73,1.25,down
3782,2020-04-04,0.73,1.25,down
3783,2020-04-05,0.73,1.24,down
3784,2020-04-06,0.75,1.24,down
3785,2020-04-07,0.74,1.24,down
3786,2020-04-08,0.73,1.26,down
3787,2020-04-09,0.73,1.25,down
3788,2020-04-10,0.73,1.24,down
3789,2020-04-11,0.73,1.25,down
3790,2020-04-12,0.73,1.25,down
3791,2020-04-13,0.75,1.25,down
3792,2020-04-14,0.74,1.25,down
3793,2020-04-15,0.74,1.27,down
3794,2020-04-16,0.73,0.76,down
3795,2020-04-17,0.74,0.73,up
3796,2020-04-18,0.74,0.72,up
3797,2020-04-19,0.74,0.73,up
3798,2020-04-20,0.75,0.73,up
3799,2020-04-21,0.75,0.73,up
3800,2020-04-22,0.74,0.73,up
3801,2020-04-23,0.74,0.72,up
3802,2020-04-24,0.74,0.73,up
3803,2020-04-25,0.74,0.73,up
3804,2020-04-26,0.74,0.75,down
3805,2020-04-27,0.73,0.75,down
3806,2020-04-28,0.73,0.75,down
3807,2020-04-29,0.76,0.76,neutral
3808,2020-04-30,0.76,0.8,down
3809,2020-05-01,0.76,0.76,neutral
3810,2020-05-02,0.76,0.74,up
3811,2020-05-03,0.76,0.73,up
3812,2020-05-04,0.76,0.73,up
3813,2020-05-05,0.76,0.73,up
3814,2020-05-06,0.72,0.75,down
3815,2020-05-07,0.71,0.74,down
3816,2020-05-08,0.72,0.73,down
3817,2020-05-09,0.72,0.73,down
3818,2020-05-10,0.72,0.73,down
3819,2020-05-11,0.73,0.73,neutral
3820,2020-05-12,0.73,0.73,neutral
3821,2020-05-13,0.72,0.75,down
3822,2020-05-14,0.72,0.74,down
3823,2020-05-15,0.71,0.74,down
3824,2020-05-16,0.71,0.73,down
3825,2020-05-17,0.71,0.74,down
3826,2020-05-18,0.71,0.74,down
3827,2020-05-19,0.73,0.74,down
3828,2020-05-20,0.72,0.75,down
3829,2020-05-21,0.73,0.75,down
3830,2020-05-22,0.72,0.74,down
3831,2020-05-23,0.72,0.74,down
3832,2020-05-24,0.72,0.74,down
3833,2020-05-25,0.72,0.74,down
3834,2020-05-26,0.72,0.74,down
3835,2020-05-27,0.74,0.73,up
3836,2020-05-28,0.49,0.73,down
3837,2020-05-29,0.49,0.76,down
3838,2020-05-30,0.49,0.76,down
3839,2020-05-31,0.49,0.76,down
3840,2020-06-01,0.49,0.76,down
3841,2020-06-02,0.47,0.76,down
3842,2020-06-03,0.47,0.76,down
3843,2020-06-04,0.46,0.76,down
3844,2020-06-05,0.47,0.72,down
3845,2020-06-06,0.47,0.71,down
3846,2020-06-07,0.47,0.72,down
3847,2020-06-08,0.46,0.72,down
3848,2020-06-09,0.5,0.72,down
3849,2020-06-10,0.49,0.73,down
3850,2020-06-11,0.49,0.73,down
3851,2020-06-12,0.46,0.72,down
3852,2020-06-13,0.46,0.72,down
3853,2020-06-14,0.46,0.71,down
3854,2020-06-15,0.46,0.71,down
3855,2020-06-16,0.46,0.71,down
3856,2020-06-17,0.47,0.71,down
3857,2020-06-18,0.46,0.73,down
3858,2020-06-19,0.46,0.72,down
3859,2020-06-20,0.46,0.73,down
3860,2020-06-21,0.46,0.72,down
3861,2020-06-22,0.47,0.72,down
3862,2020-06-23,0.47,0.72,down
3863,2020-06-24,0.48,0.72,down
3864,2020-06-25,0.47,0.72,down
3865,2020-06-26,0.5,0.74,down
3866,2020-06-27,0.5,0.49,up
3867,2020-06-28,0.5,0.49,up
3868,2020-06-29,0.49,0.49,neutral
3869,2020-06-30,0.57,0.49,up
3870,2020-07-01,0.48,0.49,down
3871,2020-07-02,0.47,0.47,neutral
3872,2020-07-03,0.5,0.47,up
3873,2020-07-04,0.5,0.46,up
3874,2020-07-05,0.5,0.47,up
3875,2020-07-06,0.49,0.47,up
3876,2020-07-07,0.45,0.47,down
3877,2020-07-08,0.48,0.46,up
3878,2020-07-09,0.48,0.5,down
3879,2020-07-10,0.49,0.49,neutral
3880,2020-07-11,0.49,0.49,neutral
3881,2020-07-12,0.49,0.46,up
3882,2020-07-13,0.5,0.46,up
3883,2020-07-14,0.48,0.46,up
3884,2020-07-15,0.47,0.46,up
3885,2020-07-16,0.49,0.46,up
3886,2020-07-17,0.46,0.47,down
3887,2020-07-18,0.46,0.46,neutral
3888,2020-07-19,0.46,0.46,neutral
3889,2020-07-20,0.44,0.46,down
3890,2020-07-21,0.46,0.46,neutral
3891,2020-07-22,0.45,0.47,down
3892,2020-07-23,0.46,0.47,down
3893,2020-07-24,0.48,0.48,neutral
3894,2020-07-25,0.48,0.47,up
3895,2020-07-26,0.48,0.5,down
3896,2020-07-27,0.49,0.5,down
3897,2020-07-28,0.47,0.5,down
3898,2020-07-29,0.48,0.49,down
3899,2020-07-30,0.49,0.57,down
3900,2020-07-31,0.51,0.48,up
3901,2020-08-01,0.51,0.47,up
3902,2020-08-02,0.51,0.5,up
3903,2020-08-03,0.51,0.5,up
3904,2020-08-04,0.5,0.5,neutral
3905,2020-08-05,0.48,0.49,down
3906,2020-08-06,0.49,0.45,up
3907,2020-08-07,0.5,0.48,up
3908,2020-08-08,0.5,0.48,up
3909,2020-08-09,0.5,0.49,up
3910,2020-08-10,0.47,0.49,down
3911,2020-08-11,0.47,0.49,down
3912,2020-08-12,0.49,0.5,down
3913,2020-08-13,0.49,0.48,up
3914,2020-08-14,0.52,0.47,up
3915,2020-08-15,0.52,0.49,up
3916,2020-08-16,0.52,0.46,up
3917,2020-08-17,0.52,0.46,up
3918,2020-08-18,0.52,0.46,up
3919,2020-08-19,0.51,0.44,up
3920,2020-08-20,0.5,0.46,up
3921,2020-08-21,0.53,0.45,up
3922,2020-08-22,0.53,0.46,up
3923,2020-08-23,0.53,0.48,up
3924,2020-08-24,0.53,0.48,up
3925,2020-08-25,0.52,0.48,up
3926,2020-08-26,0.53,0.49,up
3927,2020-08-27,0.5,0.47,up
3928,2020-08-28,0.49,0.48,up
3929,2020-08-29,0.49,0.49,neutral
3930,2020-08-30,0.49,0.51,down
3931,2020-08-31,0.55,0.51,up
3932,2020-09-01,0.52,0.51,up
3933,2020-09-02,0.49,0.51,down
3934,2020-09-03,0.48,0.5,down
